8.818000, 42
6.142000, 50
4.290000, 47
8.699000, 43
4.017000, 47
4.524000, 37
6.593000, 40
4.977000, 41
8.388000, 37
5.394000, 45
6.148000, 50
8.269000, 38
4.358000, 40
4.694000, 53
4.784000, 43
6.413000, 40
4.429000, 48
6.360000, 42
5.748000, 40
4.711000, 39
6.640000, 38
3.772000, 32
4.485000, 37
11.023000, 43
4.153000, 43
5.319000, 39
8.069000, 47
5.815000, 42
4.428000, 38
5.656000, 38
8.336000, 44
4.260000, 37
4.525000, 46
17.200000, 44
4.075000, 36
7.226000, 45
5.237000, 41
4.188000, 49
4.736000, 47
9.582000, 41
4.327000, 41
5.656000, 32
10.737000, 45
4.214000, 35
6.694000, 34
6.287000, 40
5.596000, 48
4.363000, 48
5.606000, 32
5.878000, 36
4.288000, 36
4.330000, 33
5.237000, 43
4.340000, 37
4.149000, 34
12.094000, 33
5.151000, 34
6.049000, 31
12.559000, 35
4.999000, 36
5.253000, 34
9.295000, 41
5.371000, 38
4.381000, 26
9.110000, 39
4.762000, 39
6.043000, 36
9.451000, 38
4.622000, 35
4.712000, 31
9.331000, 31
4.263000, 41
4.191000, 38
8.913000, 40
4.208000, 28
4.647000, 30
5.533000, 44
4.579000, 42
5.620000, 36
6.355000, 37
6.195000, 42
6.412000, 43
6.286000, 39
4.516000, 39
4.219000, 35
6.004000, 44
5.404000, 37
3.757000, 39
4.568000, 34
3.727000, 41
4.193000, 38
5.219000, 43
4.998000, 37
3.743000, 40
3.481000, 37
5.898000, 46
3.720000, 40
3.505000, 39
10.057000, 39
3.924000, 45
5.395000, 38
9.115000, 34
3.811000, 39
3.679000, 39
5.998000, 35
4.902000, 34
5.192000, 34
6.746000, 37
4.963000, 37
4.388000, 34
5.512000, 35
4.843000, 31
4.393000, 31
6.102000, 36
7.237000, 35
6.305000, 35
4.320000, 28
8.036000, 28
4.329000, 23
4.471000, 33
6.866000, 21
5.597000, 27
4.121000, 31
16.045000, 31
4.099000, 25
4.502000, 28
9.486000, 20
6.009000, 30
4.031000, 23
4.153000, 34
4.171000, 29
7.958000, 34
7.660000, 31
5.810000, 34
4.430000, 35
9.308000, 32
5.123000, 46
4.558000, 39
7.802000, 41
5.377000, 40
6.210000, 40
8.303000, 39
4.650000, 32
5.728000, 36
5.656000, 33
6.853000, 30
4.708000, 27
6.031000, 34
8.408000, 34
4.165000, 40
5.559000, 32
5.572000, 40
5.967000, 34
4.762000, 30
8.694000, 39
4.613000, 35
5.329000, 45
9.730000, 43
4.755000, 37
4.546000, 32
8.339000, 38
4.352000, 37
3.934000, 43
5.943000, 31
4.233000, 33
6.677000, 40
6.358000, 30
6.327000, 36
5.606000, 39
5.813000, 36
5.888000, 33
9.719000, 42
5.694000, 36
5.183000, 34
4.296000, 38
5.903000, 35
8.832000, 38
4.630000, 38
4.698000, 36
6.010000, 41
11.462000, 41
13.676000, 28
4.209000, 30
4.258000, 35
6.904000, 36
4.229000, 36
3.964000, 33
10.516000, 31
4.022000, 30
4.173000, 39
5.045000, 32
4.216000, 38
4.619000, 37
6.076000, 40
4.924000, 33
3.975000, 33
4.155000, 39
6.537000, 35
3.988000, 37
5.786000, 33
8.600000, 30
4.246000, 31
4.468000, 38
11.236000, 38
4.267000, 36
3.920000, 33
8.662000, 34
5.810000, 44
4.138000, 31
4.373000, 34
7.523000, 34
3.748000, 40
3.451000, 35
7.249000, 41
6.301000, 43
4.528000, 39
3.520000, 42
7.865000, 34
3.456000, 36
3.724000, 35
4.910000, 27
5.782000, 33
4.932000, 34
4.790000, 31
5.689000, 35
3.558000, 30
5.455000, 30
4.137000, 34
4.532000, 38
6.230000, 32
11.843000, 29
5.993000, 29
4.382000, 31
10.634000, 23
5.722000, 30
5.120000, 31
9.398000, 35
8.776000, 34
3.957000, 37
5.653000, 29
11.534000, 31
5.929000, 37
4.569000, 32
11.938000, 36
4.129000, 40
4.060000, 35
14.579000, 37
4.950000, 40
5.381000, 39
6.891000, 35
4.206000, 36
4.883000, 29
8.584000, 30
5.079000, 25
4.179000, 37
8.778000, 30
5.714000, 35
4.188000, 31
6.164000, 35
5.536000, 41
5.589000, 35
5.626000, 31
6.345000, 36
4.030000, 31
5.703000, 27
5.103000, 37
5.456000, 32
4.009000, 32
8.218000, 30
4.472000, 34
3.850000, 35
6.990000, 32
3.899000, 33
4.566000, 34
6.761000, 35
4.825000, 29
4.594000, 30
5.389000, 27
11.740000, 38
4.740000, 31
7.178000, 36
6.237000, 28
5.895000, 36
5.118000, 24
3.867000, 24
4.020000, 31
9.658000, 28
3.919000, 25
3.803000, 25
6.552000, 35
7.390000, 35
8.052000, 42
4.009000, 31
5.353000, 36
5.554000, 35
8.385000, 43
8.357000, 39
3.990000, 40
5.044000, 39
