3.433000, 27
3.818000, 32
3.362000, 31
3.643000, 35
4.059000, 32
4.511000, 32
9.560000, 36
3.945000, 40
3.627000, 41
3.966000, 41
4.968000, 38
3.398000, 35
4.494000, 38
3.358000, 33
4.370000, 40
3.873000, 42
9.301000, 36
5.928000, 39
4.536000, 46
4.429000, 47
5.911000, 49
3.572000, 38
3.636000, 52
3.433000, 36
7.675000, 38
8.472000, 42
3.694000, 38
3.839000, 46
6.271000, 40
7.644000, 42
5.345000, 39
3.657000, 39
3.617000, 35
6.927000, 38
3.632000, 32
3.570000, 40
4.187000, 41
5.699000, 41
13.382000, 42
4.310000, 44
3.663000, 38
4.022000, 44
5.309000, 49
4.328000, 39
3.714000, 44
4.886000, 40
9.540000, 36
4.146000, 33
3.897000, 37
5.242000, 31
6.714000, 34
4.396000, 40
3.515000, 37
6.585000, 40
4.577000, 43
6.533000, 41
6.556000, 46
4.886000, 35
4.232000, 38
4.211000, 32
8.026000, 37
3.713000, 44
3.840000, 50
6.123000, 44
4.957000, 48
4.422000, 41
4.038000, 40
5.531000, 37
4.492000, 31
3.656000, 34
4.178000, 39
4.104000, 41
4.070000, 44
4.180000, 36
6.434000, 36
5.601000, 39
4.033000, 33
3.660000, 42
4.274000, 39
8.664000, 36
3.977000, 37
4.340000, 38
4.762000, 39
13.254000, 40
8.229000, 46
3.609000, 39
3.838000, 38
3.971000, 38
6.681000, 43
3.642000, 37
3.843000, 41
4.343000, 39
6.244000, 45
3.762000, 43
4.054000, 48
3.938000, 41
5.153000, 30
3.697000, 37
5.035000, 40
5.461000, 44
7.562000, 40
4.559000, 36
4.549000, 39
6.692000, 31
6.251000, 30
4.627000, 27
3.490000, 28
7.215000, 28
3.740000, 33
3.668000, 34
3.715000, 36
7.566000, 34
4.120000, 41
3.660000, 34
4.659000, 35
5.865000, 44
3.714000, 39
3.591000, 32
5.772000, 37
4.224000, 44
3.513000, 34
4.127000, 42
5.148000, 35
4.083000, 37
4.434000, 40
4.021000, 47
5.018000, 43
4.125000, 42
4.431000, 41
5.040000, 43
5.170000, 39
3.618000, 42
5.203000, 47
7.622000, 45
3.528000, 30
4.201000, 38
3.705000, 36
5.115000, 35
3.549000, 38
5.505000, 38
6.441000, 45
7.786000, 43
4.612000, 40
4.888000, 33
4.405000, 40
6.824000, 40
7.154000, 43
4.443000, 39
3.782000, 39
6.211000, 42
4.970000, 35
4.476000, 40
5.002000, 42
5.905000, 42
6.468000, 41
3.969000, 48
3.889000, 37
7.423000, 34
7.713000, 33
3.717000, 38
4.124000, 41
4.517000, 44
7.187000, 35
4.919000, 43
3.565000, 47
4.835000, 46
9.540000, 45
4.245000, 43
4.490000, 46
3.700000, 34
6.294000, 33
8.540000, 42
8.049000, 40
4.388000, 39
4.026000, 43
5.142000, 44
7.093000, 40
4.289000, 36
3.654000, 38
6.698000, 37
3.740000, 44
4.172000, 47
4.218000, 47
7.171000, 44
5.825000, 37
4.319000, 45
5.341000, 45
4.972000, 44
5.222000, 43
3.727000, 40
4.216000, 34
5.460000, 44
5.075000, 44
3.632000, 41
3.748000, 42
3.764000, 34
4.227000, 39
4.177000, 40
8.040000, 38
3.771000, 39
5.103000, 44
6.435000, 41
9.490000, 41
4.407000, 35
4.100000, 40
5.553000, 42
5.934000, 48
3.750000, 38
5.281000, 43
3.871000, 36
5.808000, 47
4.425000, 48
4.705000, 45
6.866000, 49
6.183000, 42
4.157000, 44
5.047000, 34
4.397000, 40
4.185000, 37
3.673000, 39
4.288000, 42
5.449000, 37
6.173000, 55
4.368000, 39
3.777000, 35
4.258000, 45
4.414000, 35
4.588000, 40
3.878000, 50
7.803000, 39
4.518000, 40
3.686000, 42
4.582000, 35
4.493000, 44
3.837000, 43
4.657000, 44
6.673000, 41
3.840000, 37
4.083000, 45
3.511000, 40
11.084000, 46
4.245000, 44
3.449000, 37
3.498000, 43
4.320000, 38
3.811000, 45
8.822000, 34
3.710000, 46
3.799000, 47
7.657000, 47
5.330000, 47
7.334000, 47
5.842000, 46
3.520000, 30
3.957000, 42
4.985000, 42
4.259000, 46
4.590000, 50
4.011000, 52
3.768000, 54
3.930000, 51
3.407000, 48
3.481000, 53
4.856000, 64
4.488000, 67
3.862000, 61
9.083000, 56
3.816000, 61
3.511000, 58
4.395000, 53
3.609000, 44
7.620000, 47
6.388000, 52
4.247000, 51
4.634000, 43
7.357000, 49
4.458000, 36
4.762000, 56
5.206000, 48
3.648000, 50
3.749000, 45
4.163000, 39
5.591000, 46
3.646000, 43
4.015000, 39
4.122000, 48
16.659000, 46
3.488000, 44
4.192000, 38
3.584000, 54
5.070000, 48
4.596000, 46
4.316000, 42
5.873000, 39
9.690000, 51
3.617000, 47
4.659000, 46
5.436000, 33
4.923000, 44
3.606000, 42
3.932000, 52
7.204000, 51
10.047000, 50
3.902000, 48
3.549000, 43
11.051000, 45
7.284000, 47
3.550000, 40
3.898000, 44
3.100000, 24
5.542000, 39
7.063000, 47
6.105000, 47
3.338000, 32
4.533000, 45
4.107000, 53
3.573000, 24
6.943000, 38
6.586000, 50
3.579000, 34
3.904000, 29
7.445000, 38
9.738000, 32
4.412000, 44
4.326000, 39
6.862000, 35
3.387000, 37
3.586000, 36
8.978000, 43
10.902000, 39
3.482000, 34
4.227000, 51
5.175000, 36
5.372000, 35
4.368000, 47
3.952000, 44
8.945000, 48
6.388000, 42
3.913000, 43
3.336000, 34
5.747000, 50
4.820000, 51
4.157000, 52
4.275000, 50
6.354000, 47
6.117000, 36
4.874000, 52
3.221000, 41
3.302000, 42
3.783000, 47
4.749000, 42
4.860000, 51
3.652000, 46
9.741000, 44
8.152000, 41
4.781000, 49
3.601000, 44
8.677000, 47
3.673000, 47
3.684000, 52
3.444000, 48
4.486000, 38
3.895000, 40
2.605000, 37
5.636000, 40
3.133000, 41
2.578000, 42
4.549000, 42
3.695000, 45
3.403000, 41
8.073000, 38
2.995000, 37
3.847000, 51
5.960000, 45
2.405000, 40
2.871000, 36
8.642000, 31
2.601000, 30
3.088000, 29
5.723000, 45
6.091000, 46
2.752000, 48
3.358000, 50
3.045000, 43
5.166000, 52
2.525000, 52
2.830000, 48
9.719000, 53
2.717000, 43
2.784000, 51
7.501000, 25
4.373000, 35
2.946000, 42
4.940000, 54
2.602000, 48
3.172000, 53
2.540000, 53
3.431000, 51
2.541000, 53
3.080000, 63
7.662000, 55
3.693000, 55
2.571000, 59
3.683000, 48
5.196000, 56
6.161000, 53
3.000000, 51
3.014000, 50
2.378000, 45
4.095000, 57
5.073000, 53
2.525000, 53
2.880000, 59
4.966000, 48
received SIGINT
